EmployeeLeft,HR Touchpoints,Hired through SMTP,LinkedIn Skill Code,Mentor Program Involvement (Scaled),National Origin (code),Recruiting Method Code,"Salary Level, Relative to Peers (Grouped)","Social Media Activity (Twitter, Facebook, Instagram)","Survey, Relative, Attitude toward Environment","Survey, Relative, Attitude toward Peers","Survey, Relative, Attitude toward Resources","Survey, Relative, Attitude toward Work/Life Balance","Survey, Relative, Attitude toward WorkType","Survey, Relative, Attitude toward Workload","Survey, Relative, Peer's Average Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Resources","Survey, Relative, Peer's Average Attitude toward Work/Life Balance","Survey, Relative, Peer's Average Attitude toward WorkType","Survey, Relative, Peer's Average Attitude toward Workload",Weekly Hours Worked,Years of Service
1.0,6,1,35712,1,4,77494,112,4,5,3,3,3,4,3,1,7,3,2,5,33,1
1.0,2,1,48568,1,0,43747,112,4,5,6,3,5,4,2,3,1,3,4,1,39,1
0.0,0,1,87136,5,0,54996,88,1,2,5,4,5,3,1,2,1,3,2,4,45,4
1.0,2,0,61424,3,1,54996,96,4,4,3,3,3,4,5,1,1,1,1,2,48,6
0.0,6,0,48568,1,0,54996,112,0,2,5,4,5,5,2,3,4,7,4,3,42,2
1.0,4,1,87136,2,2,66245,104,0,3,4,2,5,1,1,2,4,3,6,3,39,2
1.0,0,1,61424,4,1,77494,104,3,5,4,2,5,4,2,1,4,3,3,1,45,3
1.0,0,0,35712,6,5,43747,96,2,5,1,4,4,2,3,2,1,1,4,2,30,3
1.0,0,0,48568,7,0,43747,112,2,5,6,1,3,3,4,1,6,5,3,1,30,1
0.0,2,0,74280,4,1,77494,80,3,5,5,1,2,2,1,4,6,2,1,3,45,0
0.0,2,0,48568,3,1,66245,88,0,2,4,5,3,6,1,5,7,1,6,4,45,1
1.0,0,1,22856,6,1,77494,96,2,1,5,1,4,5,2,3,5,6,4,2,42,2
1.0,0,1,87136,5,0,32498,80,3,5,5,5,4,5,8,2,7,5,5,1,36,7
0.0,4,1,35712,5,0,54996,96,1,4,1,5,5,1,4,4,6,2,4,2,45,4
1.0,2,0,10000,4,2,32498,112,4,3,5,1,5,2,3,1,1,2,5,4,36,2
1.0,0,0,22856,3,2,54996,80,3,3,6,1,5,5,4,5,2,1,1,5,39,5
1.0,2,1,48568,7,0,43747,104,2,2,4,2,5,5,7,1,7,4,4,3,36,2
0.0,6,0,61424,4,2,21249,80,2,2,2,4,5,3,3,2,3,2,5,3,36,2
0.0,2,1,48568,4,0,88743,96,4,5,1,4,5,5,3,3,1,1,4,2,36,2
1.0,2,0,48568,7,3,77494,96,6,5,5,1,5,3,2,5,5,5,4,1,39,3
1.0,2,0,48568,1,1,21249,112,0,3,4,4,5,4,2,5,3,1,6,1,42,6
1.0,4,0,87136,6,4,66245,88,3,5,3,1,1,2,1,3,3,2,4,4,39,0
1.0,0,1,35712,1,1,77494,80,3,2,4,3,5,7,1,1,7,5,5,1,42,3
0.0,0,0,48568,3,0,77494,80,1,3,3,5,5,6,4,1,3,2,3,1,36,1
0.0,2,0,74280,3,0,66245,88,1,5,4,3,2,3,8,5,4,1,5,4,33,5
0.0,0,1,61424,3,0,77494,104,3,3,5,1,2,1,2,1,7,3,3,2,30,4
0.0,6,0,61424,4,1,43747,88,1,4,2,1,5,3,1,5,1,4,4,1,36,2
1.0,0,1,61424,6,1,77494,88,5,5,7,1,3,4,4,1,3,5,1,1,36,0
1.0,2,0,61424,3,2,77494,112,4,3,1,2,5,5,1,3,7,3,4,1,30,2
1.0,2,1,10000,2,5,54996,96,2,4,2,3,4,5,1,5,1,1,3,1,30,1
1.0,0,0,22856,4,2,32498,112,5,3,6,1,2,4,1,2,5,2,2,5,33,7
1.0,0,0,35712,3,0,66245,104,3,5,1,5,5,6,2,4,1,3,5,3,42,2
0.0,4,0,10000,5,0,43747,112,3,5,5,5,5,4,2,2,1,1,3,3,48,2
0.0,0,0,61424,4,0,77494,104,4,2,7,1,2,2,1,2,7,1,4,2,45,4
1.0,8,0,48568,4,5,32498,88,4,5,6,2,4,7,4,3,1,2,3,1,33,4
1.0,0,0,35712,1,2,43747,96,4,5,3,2,5,5,1,1,6,4,1,1,30,7
1.0,2,1,35712,6,2,66245,96,2,5,5,3,3,2,5,2,6,1,4,3,45,1
0.0,2,1,61424,7,1,66245,80,3,3,3,3,1,2,4,3,7,2,2,2,39,3
0.0,2,0,61424,6,0,32498,104,0,4,2,1,3,2,3,2,1,1,2,6,42,3
0.0,2,0,10000,6,0,54996,96,3,5,2,1,2,6,2,2,1,1,2,3,45,1
1.0,2,1,87136,1,4,32498,112,2,5,5,4,4,2,8,1,5,2,1,2,33,1
1.0,0,1,22856,5,0,32498,112,4,4,6,1,5,3,3,3,4,1,4,2,39,3
1.0,2,0,74280,2,1,66245,112,0,3,2,2,2,8,1,5,5,1,1,1,48,2
1.0,0,0,22856,2,2,43747,88,7,4,4,4,5,3,3,5,1,5,3,3,42,1
0.0,0,1,35712,3,0,32498,80,1,1,4,3,2,5,1,1,4,1,5,2,39,0
1.0,0,0,74280,4,3,21249,88,3,2,5,2,5,4,1,2,3,4,2,1,36,2
1.0,2,0,10000,2,1,66245,104,3,2,4,2,1,4,1,1,4,4,5,2,39,1
1.0,0,1,74280,3,3,77494,104,1,1,5,5,2,7,1,5,2,2,6,3,36,1
0.0,0,0,48568,6,1,32498,80,5,2,1,2,4,3,1,2,3,4,2,2,45,4
0.0,2,0,10000,6,1,54996,88,2,5,1,2,1,4,2,5,5,1,6,3,36,3
0.0,6,0,35712,2,1,54996,88,1,3,4,4,3,2,8,2,6,5,4,2,39,2
1.0,2,1,87136,7,4,43747,96,0,2,4,3,2,3,3,2,7,1,3,2,30,2
1.0,0,0,22856,6,2,43747,104,6,3,6,5,4,2,1,2,7,1,3,1,33,1
1.0,0,1,74280,7,2,43747,88,1,5,3,2,3,7,8,3,1,2,3,2,33,3
1.0,2,0,87136,3,3,66245,104,2,1,6,4,1,2,2,1,2,3,4,1,39,2
1.0,0,0,61424,4,0,43747,112,3,4,6,2,3,6,1,1,3,4,5,1,45,4
0.0,4,0,22856,6,1,43747,96,1,5,3,5,3,5,3,1,5,1,3,1,42,7
1.0,0,1,10000,1,2,43747,112,1,2,6,1,5,6,4,2,2,3,2,6,42,3
1.0,0,1,74280,5,2,21249,80,5,5,6,2,5,5,8,1,3,2,2,1,36,2
1.0,2,0,10000,2,3,32498,80,1,2,7,2,4,3,3,5,6,4,6,1,42,2
0.0,0,0,10000,7,0,54996,104,2,2,6,3,5,2,3,1,4,1,5,3,33,5
1.0,4,1,74280,7,3,66245,104,7,5,5,2,3,2,1,2,4,2,5,2,42,1
1.0,0,0,35712,4,5,32498,104,2,2,5,5,3,2,3,1,5,1,3,1,36,3
1.0,2,1,74280,3,2,54996,96,3,4,6,5,4,3,3,1,1,3,3,1,39,3
1.0,0,0,10000,6,2,54996,96,3,4,4,2,5,4,2,4,3,2,5,1,33,2
0.0,4,1,22856,4,0,21249,88,3,1,1,5,5,4,1,1,5,5,5,6,42,1
1.0,0,0,61424,5,5,77494,88,1,2,7,2,5,3,1,2,1,1,1,1,42,0
1.0,6,1,22856,5,0,66245,96,4,4,5,2,5,5,1,4,7,3,3,2,48,1
1.0,0,0,48568,7,2,43747,96,1,5,7,5,1,3,4,5,2,2,4,2,39,1
0.0,4,1,74280,6,1,21249,80,3,4,3,5,2,4,2,1,1,2,3,2,30,5
1.0,0,0,48568,4,1,54996,96,4,5,6,2,5,2,2,1,6,4,2,4,30,1
0.0,0,0,48568,4,2,32498,80,1,2,1,2,3,6,1,4,5,1,3,2,39,6
0.0,0,0,48568,7,0,54996,104,6,1,2,4,4,4,2,1,5,2,4,1,45,3
0.0,0,0,48568,6,1,54996,112,2,5,2,3,4,4,2,5,7,1,5,1,39,2
0.0,2,1,22856,2,4,66245,80,3,3,4,2,5,5,4,1,5,3,5,1,33,0
1.0,2,0,87136,4,1,66245,112,2,3,6,2,3,4,4,1,5,5,6,1,39,3
1.0,0,0,61424,7,3,21249,112,3,2,3,1,1,1,1,1,5,2,2,4,42,3
1.0,0,0,35712,1,1,77494,96,2,5,2,2,5,6,2,4,2,2,2,1,36,7
1.0,0,1,61424,7,1,21249,112,5,2,5,3,2,2,2,5,5,6,5,4,45,2
1.0,0,1,87136,6,3,54996,96,3,5,2,4,2,4,3,5,3,4,5,1,39,2
0.0,0,0,87136,3,0,21249,104,5,5,2,4,5,2,1,5,6,1,4,1,36,2
0.0,4,0,48568,7,0,32498,96,2,2,1,5,1,2,3,2,5,4,4,6,39,4
0.0,0,0,61424,7,0,54996,80,5,4,5,2,3,1,1,2,6,4,3,3,42,2
0.0,0,1,74280,1,0,32498,80,2,5,3,2,3,2,3,1,3,6,4,2,48,2
0.0,2,0,61424,5,0,77494,80,4,3,6,3,3,2,1,2,6,2,6,1,42,4
0.0,0,0,74280,3,1,77494,80,2,1,5,2,4,4,1,2,1,3,4,1,39,4
0.0,0,1,61424,7,0,43747,80,2,5,4,4,3,2,2,3,5,2,4,6,48,4
1.0,2,0,35712,7,4,43747,88,1,4,6,5,2,2,1,2,1,1,2,1,30,3
1.0,8,1,48568,1,0,66245,104,7,3,3,3,3,8,3,5,3,4,4,1,36,2
1.0,2,1,61424,7,5,77494,88,6,2,4,5,4,3,1,3,6,3,3,1,42,7
0.0,0,1,87136,2,3,43747,88,0,2,5,3,5,3,1,2,5,1,1,1,39,4
1.0,2,1,35712,4,1,77494,96,3,4,4,3,3,5,1,1,4,4,3,1,42,2
1.0,4,0,74280,7,3,77494,112,4,2,5,1,5,5,1,1,5,1,5,5,42,2
1.0,0,0,35712,5,2,77494,104,4,1,3,2,3,4,2,4,5,3,4,1,48,4
0.0,2,0,22856,7,2,43747,104,1,3,2,3,2,2,2,2,3,1,2,3,36,3
1.0,0,1,74280,5,0,66245,112,5,2,7,4,5,3,1,2,6,7,5,5,45,1
1.0,0,1,74280,3,0,66245,96,1,4,7,3,4,7,1,1,5,1,4,1,42,4
0.0,4,1,48568,1,0,54996,80,3,5,3,4,2,6,1,5,7,1,5,4,48,7
1.0,2,1,35712,4,0,54996,112,3,5,7,4,4,3,2,5,4,7,4,2,42,4
0.0,0,1,22856,3,0,66245,80,2,1,4,1,2,3,1,3,5,1,1,2,39,1
0.0,2,1,22856,2,0,77494,112,1,5,2,2,5,1,3,5,2,2,4,2,36,0
1.0,0,1,87136,2,5,54996,80,0,3,4,1,5,4,2,1,4,1,3,6,36,3
0.0,2,1,61424,3,1,66245,88,6,2,1,1,4,4,2,1,1,2,5,2,30,3
0.0,0,0,35712,4,2,54996,88,2,3,1,5,2,5,1,2,1,1,5,2,36,4
1.0,2,1,22856,4,1,43747,96,1,4,5,5,1,3,2,1,7,7,4,5,42,1
0.0,0,0,87136,2,1,66245,112,1,5,6,1,1,3,8,4,3,1,3,3,36,3
1.0,0,1,74280,1,4,43747,80,3,3,7,1,2,1,1,2,3,6,4,2,36,5
1.0,4,1,48568,4,0,21249,96,1,5,1,5,5,3,2,4,5,2,4,1,48,4
1.0,0,0,48568,4,5,21249,112,6,2,4,1,4,4,6,1,3,1,4,6,36,2
0.0,0,1,22856,1,0,54996,80,0,2,7,2,1,4,3,5,3,4,5,2,33,2
0.0,2,1,87136,7,0,54996,96,2,2,4,4,5,5,3,2,7,1,6,6,48,1
1.0,4,0,10000,6,5,43747,112,0,4,3,1,5,4,1,1,1,5,2,1,33,2
0.0,6,0,87136,2,0,54996,80,2,5,4,3,4,2,1,3,7,4,2,1,36,2
1.0,4,1,87136,3,0,43747,96,4,5,3,5,4,8,4,2,6,1,5,5,48,7
1.0,0,0,61424,4,0,32498,96,0,5,3,1,2,7,1,3,4,1,1,2,48,3
1.0,0,1,48568,2,5,77494,88,2,3,7,1,5,4,7,3,3,2,3,1,48,2
1.0,4,0,61424,4,2,54996,80,1,3,6,5,2,5,4,1,5,3,4,1,48,3
0.0,0,1,48568,2,3,66245,96,3,5,3,3,5,2,2,2,6,2,6,2,36,3
1.0,2,1,10000,3,0,77494,88,2,4,7,3,5,3,1,3,1,2,4,1,48,2
0.0,0,0,74280,3,2,54996,80,3,5,3,5,5,1,1,5,7,1,5,2,36,1
0.0,2,1,48568,7,1,54996,96,3,2,3,4,5,3,1,2,7,1,3,1,42,3
1.0,0,1,35712,1,0,66245,104,3,3,3,1,2,5,2,5,3,2,3,1,48,7
1.0,2,1,22856,2,3,54996,104,1,2,5,1,4,4,2,3,5,1,5,6,36,6
1.0,2,1,22856,7,0,54996,104,4,5,5,1,5,4,2,1,1,3,3,1,42,3
1.0,2,1,87136,2,0,66245,96,3,5,5,4,5,6,3,1,5,2,3,1,33,1
0.0,0,1,74280,5,3,77494,88,2,3,1,5,3,2,4,2,1,1,5,3,48,7
1.0,2,1,87136,2,5,77494,80,5,2,7,3,5,5,4,5,3,1,1,3,39,6
1.0,0,1,10000,2,1,66245,88,1,5,5,2,3,3,6,5,6,7,6,1,48,5
1.0,2,1,22856,5,4,43747,88,3,3,1,4,3,6,2,1,7,1,5,1,42,4
0.0,0,0,74280,3,3,77494,96,4,3,1,5,3,3,1,3,2,5,3,1,42,2
0.0,2,0,74280,1,0,77494,104,2,4,2,5,5,3,1,4,1,1,4,5,39,1
0.0,4,0,35712,3,0,54996,80,1,4,1,3,2,6,5,1,7,5,5,3,30,0
0.0,2,0,61424,1,0,88743,112,4,2,7,5,5,2,1,2,2,5,3,2,42,3
1.0,0,0,35712,5,1,54996,88,2,5,6,5,1,3,4,5,2,1,4,1,45,2
1.0,0,0,22856,2,2,54996,80,1,2,4,5,4,5,5,3,5,1,6,1,48,1
1.0,0,1,74280,7,5,32498,88,4,5,3,5,3,5,5,5,6,1,2,1,39,5
1.0,2,0,10000,1,4,66245,96,3,4,7,4,5,2,3,4,3,1,1,2,42,4
1.0,0,0,10000,2,2,32498,112,3,4,5,5,4,2,6,2,6,3,1,1,39,5
0.0,4,0,48568,5,0,66245,80,0,5,1,4,1,5,1,1,3,4,6,1,45,4
1.0,2,1,48568,7,1,54996,112,3,4,4,5,5,3,3,3,7,1,3,2,42,0
1.0,0,1,87136,7,4,88743,80,2,3,2,5,4,4,8,5,2,1,2,1,39,3
0.0,0,1,48568,3,1,21249,80,3,5,1,4,3,2,2,4,5,3,4,1,39,4
0.0,4,1,87136,6,0,43747,96,1,5,2,5,1,3,7,2,7,2,4,4,30,2
1.0,0,0,87136,1,2,43747,80,4,3,6,4,4,4,1,4,2,3,5,4,30,2
1.0,4,1,74280,4,2,54996,104,1,5,2,1,5,5,4,5,4,1,3,6,42,2
1.0,6,0,48568,1,4,54996,96,4,5,6,3,5,1,5,1,1,2,4,1,48,0
0.0,2,0,87136,1,0,43747,112,4,5,4,4,4,4,1,4,5,2,2,3,39,4
0.0,2,0,35712,2,0,66245,80,2,3,1,2,1,7,7,3,7,1,4,2,33,2
1.0,2,0,87136,3,2,32498,104,0,3,5,5,5,2,6,4,7,1,1,2,48,3
0.0,0,1,35712,5,0,66245,112,4,3,2,1,5,3,1,1,2,2,5,3,45,6
1.0,0,1,22856,1,5,54996,104,2,2,5,3,3,2,2,1,3,1,5,1,39,2
0.0,0,0,87136,3,1,43747,80,1,5,2,2,3,4,1,1,6,1,3,1,36,4
1.0,0,0,35712,5,2,77494,104,0,5,2,4,2,4,1,1,5,2,4,4,30,7
1.0,0,1,48568,3,4,43747,104,7,5,3,3,1,8,3,1,7,5,3,2,39,6
0.0,6,0,61424,7,1,43747,96,0,5,2,3,1,3,2,2,5,4,1,1,30,0
1.0,0,1,61424,6,5,66245,104,1,5,7,2,4,1,3,5,5,1,3,1,42,2
1.0,2,0,87136,1,1,54996,112,3,5,4,4,2,4,1,5,6,1,5,2,30,1
1.0,4,1,22856,4,1,43747,80,3,3,6,2,3,3,8,1,2,2,4,6,42,3
1.0,2,1,35712,5,4,66245,112,3,3,4,3,4,1,3,1,3,1,4,1,42,3
1.0,4,0,48568,2,3,43747,96,1,3,6,5,2,5,1,2,3,2,6,1,42,2
0.0,4,0,61424,1,0,43747,104,1,5,1,2,3,5,3,1,5,7,5,3,30,3
1.0,2,1,10000,5,2,54996,112,4,3,3,3,5,4,2,2,2,5,5,2,42,2
0.0,2,1,10000,5,0,32498,88,2,4,2,5,5,3,1,1,4,1,5,1,48,3
1.0,4,1,61424,7,0,32498,96,1,4,7,3,3,7,1,2,5,1,2,1,48,5
0.0,0,0,22856,4,1,88743,112,0,3,1,4,4,3,1,1,5,1,2,5,45,2
0.0,0,0,74280,4,1,54996,112,2,5,3,4,1,2,1,4,2,3,1,2,45,1
1.0,0,1,22856,1,1,54996,80,4,3,6,3,2,4,1,1,7,1,3,1,30,1
0.0,2,1,48568,5,0,66245,80,2,5,3,1,5,4,1,2,3,2,4,3,42,1
0.0,2,0,74280,4,0,77494,104,3,3,1,3,3,4,1,2,3,4,3,3,45,1
1.0,0,0,87136,7,3,21249,112,4,1,1,4,4,4,3,2,1,1,3,1,39,5
1.0,2,1,10000,1,1,54996,112,3,5,5,3,5,4,1,3,7,1,1,1,42,2
1.0,2,1,35712,7,4,43747,104,6,5,2,4,2,3,1,1,2,1,3,1,39,4
0.0,2,1,35712,4,1,54996,104,2,1,3,5,5,2,2,5,6,1,5,1,36,2
0.0,0,0,87136,6,2,66245,88,1,5,4,2,2,4,2,2,3,6,6,6,45,0
0.0,2,0,35712,6,2,54996,104,1,2,2,3,5,3,2,5,6,3,1,1,45,1
0.0,2,0,61424,2,0,43747,96,3,5,3,4,3,4,8,3,7,1,1,1,42,3
0.0,4,0,35712,1,0,54996,112,3,2,3,3,3,5,3,1,2,1,2,4,39,2
1.0,2,1,61424,5,2,77494,104,6,2,4,1,5,1,1,3,3,1,4,3,42,1
1.0,2,0,22856,3,3,88743,112,1,4,5,2,5,1,2,1,6,1,2,4,45,0
1.0,4,1,61424,5,0,77494,104,1,3,7,1,5,3,2,5,1,2,6,1,39,3
0.0,0,0,22856,3,1,32498,96,3,5,1,4,3,3,1,4,6,1,3,1,36,2
0.0,2,0,87136,4,0,43747,88,2,2,1,3,3,5,2,5,1,1,4,1,36,4
1.0,0,0,10000,6,0,66245,80,7,5,5,4,5,8,5,2,4,2,3,3,36,4
1.0,2,1,35712,7,0,54996,104,5,3,4,3,5,6,1,1,2,3,2,3,42,2
0.0,0,1,61424,4,1,66245,88,1,2,4,5,5,3,1,3,2,6,2,1,48,1
0.0,0,1,35712,1,0,66245,96,5,3,4,2,5,2,1,1,1,1,6,3,36,6
0.0,0,0,74280,3,0,77494,88,3,5,5,3,5,4,3,1,6,3,1,1,39,5
0.0,2,0,61424,4,0,66245,104,3,5,4,5,5,2,1,2,5,2,1,1,45,1
1.0,0,1,10000,5,2,54996,112,6,4,7,4,5,1,2,1,5,1,6,2,30,3
0.0,0,0,74280,3,1,32498,80,6,5,2,1,4,4,1,2,1,1,4,1,33,5
1.0,2,0,87136,5,1,88743,104,1,3,6,5,3,3,1,3,4,5,2,2,39,3
0.0,2,1,61424,3,0,54996,80,1,5,1,1,5,2,3,3,6,2,1,3,45,3
1.0,2,0,35712,6,0,54996,104,4,2,7,5,1,6,1,2,3,1,5,1,45,3
1.0,2,1,35712,2,2,66245,80,3,5,6,5,2,4,5,3,3,1,5,4,39,2
1.0,0,1,35712,5,4,77494,88,3,3,7,1,1,7,1,2,1,3,3,4,48,4
1.0,0,0,61424,6,1,66245,104,3,5,6,2,5,1,1,2,3,2,5,3,36,5
0.0,0,1,48568,3,0,77494,104,2,3,3,3,3,3,6,2,3,7,1,6,36,4
0.0,2,1,10000,7,0,77494,104,3,5,4,5,2,2,1,2,6,1,3,4,42,4
1.0,2,1,10000,7,0,32498,96,3,4,6,2,3,2,3,1,7,7,3,1,39,4
0.0,0,0,10000,6,0,54996,112,2,4,1,3,4,2,1,1,2,1,2,1,36,2
1.0,6,0,61424,7,4,32498,96,2,5,5,1,4,1,1,4,5,1,5,1,30,1
0.0,4,0,22856,4,0,88743,96,2,2,2,2,2,1,2,2,3,7,2,2,45,5
1.0,0,1,87136,3,2,54996,112,3,2,7,4,4,5,1,1,6,2,4,1,39,0
0.0,2,0,10000,7,0,54996,112,5,5,1,3,1,7,1,1,5,4,6,1,33,4
0.0,2,0,22856,7,1,32498,88,1,5,1,1,2,5,1,5,6,2,3,1,42,6
0.0,0,0,35712,1,1,54996,96,3,2,6,3,3,1,1,2,7,1,6,1,39,3
1.0,2,1,87136,6,1,88743,96,1,1,3,5,2,5,6,1,1,1,4,1,30,2
0.0,2,1,74280,3,1,10000,80,2,3,1,5,2,7,2,1,6,2,1,1,42,7
1.0,2,0,87136,7,0,66245,112,4,2,6,2,4,4,3,1,7,1,4,5,36,4
1.0,0,0,74280,7,3,54996,112,3,5,3,5,5,1,1,1,3,3,3,4,45,2
1.0,4,0,10000,4,3,54996,88,5,3,6,5,1,4,2,2,4,1,5,2,42,0
0.0,4,1,10000,5,0,32498,80,0,5,7,5,3,3,4,4,4,2,1,3,33,0
1.0,2,1,48568,4,3,66245,88,3,4,5,2,3,1,3,1,3,5,4,2,30,0
1.0,6,1,61424,6,0,32498,96,5,4,5,2,4,2,8,1,6,1,3,6,39,4
1.0,8,0,61424,4,5,66245,88,3,2,3,1,4,4,2,1,1,1,5,3,39,3
1.0,2,1,87136,2,0,77494,104,2,5,4,2,1,4,5,1,2,7,5,5,45,2
0.0,2,1,22856,7,0,54996,112,2,5,1,4,3,5,1,5,5,3,4,1,45,2
0.0,8,1,48568,5,1,54996,112,0,4,1,4,5,2,3,5,4,1,3,6,39,2
0.0,0,0,35712,7,1,43747,112,1,5,2,4,1,2,2,1,7,6,6,1,42,3
0.0,0,1,22856,6,0,54996,80,1,2,4,3,1,4,2,3,2,1,1,5,42,3
0.0,2,0,74280,6,0,66245,88,2,5,6,4,5,4,6,4,7,4,1,2,42,0
0.0,2,1,61424,7,0,66245,104,5,5,1,3,3,3,3,3,3,1,4,2,33,1
1.0,4,0,48568,7,1,77494,112,6,5,5,2,2,1,2,4,5,1,1,3,42,4
1.0,6,1,22856,3,5,88743,104,3,2,6,4,5,4,2,5,6,2,3,6,42,4
1.0,2,0,10000,6,1,54996,104,3,5,6,2,4,3,1,5,7,2,6,2,48,4
0.0,2,0,74280,1,3,43747,80,1,1,3,2,2,2,8,4,1,1,1,1,30,2
1.0,0,1,35712,5,5,54996,88,2,5,6,5,3,4,1,1,7,2,5,1,42,5
1.0,0,1,87136,4,2,43747,80,5,2,3,4,2,5,4,5,2,1,6,2,33,1
1.0,4,1,61424,4,2,54996,80,2,5,4,1,5,3,1,4,5,2,2,1,39,1
0.0,0,1,35712,5,0,66245,80,2,2,2,2,2,5,2,5,3,5,1,2,36,2
1.0,2,0,48568,5,0,43747,112,1,3,7,1,4,3,2,5,4,2,4,1,36,0
1.0,0,0,74280,5,1,54996,80,4,3,4,3,5,8,3,1,2,2,4,1,39,0
1.0,0,1,35712,2,0,54996,88,1,1,6,3,5,6,5,1,5,5,5,1,36,0
0.0,0,1,35712,2,1,32498,88,3,5,1,2,1,2,1,5,4,2,3,1,39,1
1.0,0,1,22856,2,3,54996,96,1,4,3,4,1,1,6,4,6,2,3,6,42,7
0.0,0,0,48568,6,0,43747,80,3,2,4,4,5,4,1,1,4,2,5,3,39,1
1.0,4,1,61424,2,2,32498,80,6,3,4,2,3,3,1,1,4,5,1,2,42,3
1.0,2,0,10000,6,5,43747,80,3,4,1,4,3,4,2,1,3,3,4,4,39,2
0.0,2,1,22856,5,0,43747,80,7,5,2,4,5,5,1,4,1,1,3,1,39,1
1.0,2,0,35712,3,2,54996,96,1,2,6,1,5,4,4,1,6,1,3,1,45,1
1.0,0,1,22856,2,0,43747,112,2,4,1,4,2,7,1,3,7,3,2,2,33,5
0.0,2,0,48568,5,0,77494,96,7,3,2,3,2,5,1,2,6,1,5,2,48,4
0.0,2,1,74280,7,0,77494,96,0,3,4,1,3,1,4,4,7,1,3,1,48,5
0.0,2,0,74280,7,0,77494,104,1,2,7,3,4,2,1,1,4,2,2,4,48,1
0.0,4,1,10000,2,2,43747,88,5,5,6,1,5,5,1,4,7,3,5,1,33,0
0.0,6,0,74280,4,0,54996,96,5,1,7,2,2,1,1,5,4,4,3,2,36,3
1.0,2,0,74280,4,2,77494,112,2,5,2,2,4,4,2,2,7,1,5,1,36,4
1.0,2,0,87136,7,3,32498,80,0,2,5,1,2,6,1,3,5,2,4,3,42,2
0.0,10,0,74280,1,0,10000,80,7,4,4,1,2,1,1,4,6,3,3,5,36,2
1.0,0,0,22856,1,2,32498,112,3,3,6,1,3,5,2,5,6,1,3,2,33,0
0.0,8,0,74280,3,1,54996,88,0,2,5,5,4,3,2,1,3,3,5,1,33,2
1.0,2,0,22856,4,2,54996,96,0,5,6,2,3,6,3,3,7,2,1,1,45,7
1.0,4,1,22856,2,5,43747,96,7,4,6,1,4,4,2,2,5,1,1,3,42,3
1.0,0,0,61424,7,3,77494,80,3,3,5,1,3,2,3,5,5,3,4,1,42,0
1.0,2,0,61424,3,3,66245,112,1,4,1,4,5,5,1,2,6,3,2,2,39,4
1.0,0,1,74280,7,1,54996,112,1,5,7,5,5,3,1,5,2,4,5,1,39,1
1.0,2,1,48568,2,2,43747,88,2,1,2,3,2,4,2,3,5,1,6,3,33,1
1.0,8,1,10000,7,1,77494,104,1,5,5,5,4,4,3,1,4,1,4,6,33,2
1.0,0,1,74280,2,3,43747,88,2,1,2,2,1,1,4,1,3,1,1,1,45,5
0.0,0,1,35712,1,2,43747,104,3,5,1,3,2,8,1,1,4,1,3,1,42,6
0.0,6,1,35712,5,1,77494,112,0,3,2,4,5,1,2,5,4,1,3,6,36,1
1.0,2,1,87136,2,2,43747,112,1,2,7,1,5,3,2,1,2,1,3,3,42,5
1.0,2,1,87136,3,0,66245,104,3,4,5,1,4,4,3,1,4,2,4,2,42,3
0.0,0,1,61424,4,0,54996,96,2,5,3,5,2,2,6,1,6,1,3,1,42,3
0.0,2,0,61424,6,0,54996,80,0,1,3,4,1,8,1,1,6,2,4,2,42,0
1.0,0,0,87136,4,1,66245,80,2,5,6,2,1,4,1,1,1,2,5,3,33,2
1.0,2,1,48568,4,0,77494,104,3,2,4,2,3,6,3,3,3,2,2,1,39,4
1.0,6,1,22856,6,1,10000,88,4,2,5,1,3,2,2,2,6,1,4,3,33,2
1.0,2,0,61424,3,5,43747,96,4,5,5,4,3,2,2,1,1,5,2,1,45,4
1.0,2,0,10000,2,2,66245,104,4,3,2,4,4,3,8,1,1,3,2,3,42,4
0.0,0,0,10000,4,1,54996,96,2,1,2,1,4,4,2,1,4,3,5,2,30,6
1.0,2,0,10000,3,2,32498,96,3,2,3,1,3,5,2,2,7,1,4,1,36,3
0.0,0,0,48568,6,1,66245,96,0,5,3,3,1,1,5,5,6,5,3,1,45,1
0.0,0,0,10000,2,1,66245,80,4,2,1,5,5,4,7,5,3,3,2,1,45,0
0.0,2,1,87136,7,0,43747,112,3,2,1,3,5,5,1,5,2,1,5,3,39,2
1.0,2,0,61424,4,4,21249,88,1,3,5,3,1,5,4,1,2,4,3,2,36,1
1.0,0,0,48568,2,2,88743,112,4,5,2,2,5,4,2,5,6,1,2,2,45,4
1.0,0,0,87136,7,2,43747,96,1,5,3,4,3,8,1,2,5,1,2,3,48,2
1.0,2,0,35712,6,3,43747,104,4,3,3,4,4,5,3,2,4,1,1,5,36,2
1.0,2,1,74280,5,1,77494,88,1,1,7,3,2,3,1,1,4,5,1,4,42,5
0.0,2,1,61424,2,0,77494,80,5,2,5,5,5,6,5,5,6,4,6,1,39,0
1.0,2,0,22856,1,4,66245,104,3,1,7,1,3,3,1,1,3,1,6,3,42,4
1.0,2,1,35712,5,5,43747,112,2,3,6,1,3,2,4,3,3,4,5,1,39,1
